student_id,name,total_attempts,correct_answers,accuracy,topic_accuracy,preferred_topic,last_difficulty,next_suggested_difficulty
423,Student_423,73,32,0.44,"{'Java Basics': 0.63, 'Java OOP': 0.22, 'Java Multithreading': 0.84, 'Java Exceptions': 0.64, 'Java Collections': 0.47}",Java Multithreading,easy,medium
424,Student_424,58,24,0.41,"{'Java Basics': 0.65, 'Java OOP': 0.76, 'Java Multithreading': 0.82, 'Java Exceptions': 0.8, 'Java Collections': 0.62}",Java OOP,easy,medium
425,Student_425,48,27,0.56,"{'Java Basics': 0.47, 'Java OOP': 0.57, 'Java Multithreading': 0.63, 'Java Exceptions': 0.89, 'Java Collections': 0.53}",Java Multithreading,easy,medium
426,Student_426,43,14,0.33,"{'Java Basics': 0.3, 'Java OOP': 0.55, 'Java Multithreading': 0.21, 'Java Exceptions': 0.21, 'Java Collections': 0.31}",Java Multithreading,easy,easy
427,Student_427,24,9,0.38,"{'Java Basics': 0.23, 'Java OOP': 0.2, 'Java Multithreading': 0.48, 'Java Exceptions': 0.86, 'Java Collections': 0.57}",Java Basics,easy,easy
428,Student_428,81,13,0.16,"{'Java Basics': 0.74, 'Java OOP': 0.79, 'Java Multithreading': 0.77, 'Java Exceptions': 0.8, 'Java Collections': 0.41}",Java OOP,easy,easy
429,Student_429,44,10,0.23,"{'Java Basics': 0.24, 'Java OOP': 0.63, 'Java Multithreading': 0.29, 'Java Exceptions': 0.21, 'Java Collections': 0.78}",Java Exceptions,easy,easy
430,Student_430,86,69,0.8,"{'Java Basics': 0.44, 'Java OOP': 0.65, 'Java Multithreading': 0.56, 'Java Exceptions': 0.31, 'Java Collections': 0.54}",Java Exceptions,medium,hard
431,Student_431,40,27,0.68,"{'Java Basics': 0.8, 'Java OOP': 0.72, 'Java Multithreading': 0.67, 'Java Exceptions': 0.43, 'Java Collections': 0.48}",Java Exceptions,easy,medium
432,Student_432,30,5,0.17,"{'Java Basics': 0.32, 'Java OOP': 0.66, 'Java Multithreading': 0.24, 'Java Exceptions': 0.62, 'Java Collections': 0.33}",Java Basics,easy,easy
433,Student_433,76,33,0.43,"{'Java Basics': 0.29, 'Java OOP': 0.28, 'Java Multithreading': 0.27, 'Java Exceptions': 0.37, 'Java Collections': 0.56}",Java Multithreading,easy,medium
434,Student_434,24,19,0.79,"{'Java Basics': 0.69, 'Java OOP': 0.21, 'Java Multithreading': 0.22, 'Java Exceptions': 0.79, 'Java Collections': 0.27}",Java OOP,medium,hard
435,Student_435,38,12,0.32,"{'Java Basics': 0.21, 'Java OOP': 0.34, 'Java Multithreading': 0.54, 'Java Exceptions': 0.22, 'Java Collections': 0.65}",Java OOP,easy,easy
436,Student_436,75,11,0.15,"{'Java Basics': 0.68, 'Java OOP': 0.88, 'Java Multithreading': 0.35, 'Java Exceptions': 0.56, 'Java Collections': 0.75}",Java Basics,easy,easy
437,Student_437,94,72,0.77,"{'Java Basics': 0.57, 'Java OOP': 0.35, 'Java Multithreading': 0.42, 'Java Exceptions': 0.22, 'Java Collections': 0.51}",Java Collections,medium,hard
438,Student_438,98,49,0.5,"{'Java Basics': 0.52, 'Java OOP': 0.25, 'Java Multithreading': 0.22, 'Java Exceptions': 0.6, 'Java Collections': 0.37}",Java OOP,easy,medium
439,Student_439,32,23,0.72,"{'Java Basics': 0.78, 'Java OOP': 0.84, 'Java Multithreading': 0.88, 'Java Exceptions': 0.37, 'Java Collections': 0.45}",Java Multithreading,medium,hard
440,Student_440,42,35,0.83,"{'Java Basics': 0.23, 'Java OOP': 0.33, 'Java Multithreading': 0.25, 'Java Exceptions': 0.6, 'Java Collections': 0.88}",Java Basics,medium,hard
441,Student_441,36,24,0.67,"{'Java Basics': 0.83, 'Java OOP': 0.44, 'Java Multithreading': 0.61, 'Java Exceptions': 0.82, 'Java Collections': 0.5}",Java Multithreading,easy,medium
442,Student_442,63,37,0.59,"{'Java Basics': 0.73, 'Java OOP': 0.69, 'Java Multithreading': 0.61, 'Java Exceptions': 0.6, 'Java Collections': 0.43}",Java Multithreading,easy,medium
443,Student_443,63,18,0.29,"{'Java Basics': 0.21, 'Java OOP': 0.35, 'Java Multithreading': 0.27, 'Java Exceptions': 0.67, 'Java Collections': 0.9}",Java OOP,easy,easy
444,Student_444,31,6,0.19,"{'Java Basics': 0.76, 'Java OOP': 0.37, 'Java Multithreading': 0.41, 'Java Exceptions': 0.61, 'Java Collections': 0.67}",Java Multithreading,easy,easy
445,Student_445,59,19,0.32,"{'Java Basics': 0.35, 'Java OOP': 0.5, 'Java Multithreading': 0.53, 'Java Exceptions': 0.26, 'Java Collections': 0.42}",Java Multithreading,easy,easy
446,Student_446,48,39,0.81,"{'Java Basics': 0.52, 'Java OOP': 0.46, 'Java Multithreading': 0.41, 'Java Exceptions': 0.45, 'Java Collections': 0.77}",Java Basics,medium,hard
447,Student_447,29,29,1.0,"{'Java Basics': 0.63, 'Java OOP': 0.82, 'Java Multithreading': 0.3, 'Java Exceptions': 0.38, 'Java Collections': 0.59}",Java OOP,medium,hard
448,Student_448,68,33,0.49,"{'Java Basics': 0.71, 'Java OOP': 0.51, 'Java Multithreading': 0.22, 'Java Exceptions': 0.81, 'Java Collections': 0.53}",Java Basics,easy,medium
449,Student_449,41,27,0.66,"{'Java Basics': 0.64, 'Java OOP': 0.48, 'Java Multithreading': 0.87, 'Java Exceptions': 0.61, 'Java Collections': 0.82}",Java Multithreading,easy,medium
450,Student_450,29,28,0.97,"{'Java Basics': 0.75, 'Java OOP': 0.6, 'Java Multithreading': 0.38, 'Java Exceptions': 0.58, 'Java Collections': 0.45}",Java Collections,medium,hard
451,Student_451,75,8,0.11,"{'Java Basics': 0.34, 'Java OOP': 0.34, 'Java Multithreading': 0.2, 'Java Exceptions': 0.35, 'Java Collections': 0.73}",Java Basics,easy,easy
452,Student_452,45,11,0.24,"{'Java Basics': 0.74, 'Java OOP': 0.48, 'Java Multithreading': 0.68, 'Java Exceptions': 0.29, 'Java Collections': 0.56}",Java Basics,easy,easy
453,Student_453,30,10,0.33,"{'Java Basics': 0.76, 'Java OOP': 0.39, 'Java Multithreading': 0.3, 'Java Exceptions': 0.23, 'Java Collections': 0.8}",Java Multithreading,easy,easy
454,Student_454,34,32,0.94,"{'Java Basics': 0.83, 'Java OOP': 0.25, 'Java Multithreading': 0.74, 'Java Exceptions': 0.87, 'Java Collections': 0.46}",Java Collections,medium,hard
455,Student_455,33,15,0.45,"{'Java Basics': 0.83, 'Java OOP': 0.47, 'Java Multithreading': 0.61, 'Java Exceptions': 0.89, 'Java Collections': 0.73}",Java Basics,easy,medium
456,Student_456,64,21,0.33,"{'Java Basics': 0.58, 'Java OOP': 0.86, 'Java Multithreading': 0.77, 'Java Exceptions': 0.61, 'Java Collections': 0.37}",Java OOP,easy,easy
457,Student_457,41,16,0.39,"{'Java Basics': 0.55, 'Java OOP': 0.54, 'Java Multithreading': 0.24, 'Java Exceptions': 0.26, 'Java Collections': 0.59}",Java Collections,easy,easy
458,Student_458,83,70,0.84,"{'Java Basics': 0.22, 'Java OOP': 0.55, 'Java Multithreading': 0.3, 'Java Exceptions': 0.87, 'Java Collections': 0.25}",Java OOP,medium,hard
459,Student_459,29,18,0.62,"{'Java Basics': 0.84, 'Java OOP': 0.58, 'Java Multithreading': 0.37, 'Java Exceptions': 0.75, 'Java Collections': 0.24}",Java Collections,easy,medium
460,Student_460,31,17,0.55,"{'Java Basics': 0.24, 'Java OOP': 0.81, 'Java Multithreading': 0.39, 'Java Exceptions': 0.47, 'Java Collections': 0.28}",Java Multithreading,easy,medium
461,Student_461,50,12,0.24,"{'Java Basics': 0.79, 'Java OOP': 0.36, 'Java Multithreading': 0.64, 'Java Exceptions': 0.83, 'Java Collections': 0.48}",Java Exceptions,easy,easy
462,Student_462,20,17,0.85,"{'Java Basics': 0.41, 'Java OOP': 0.71, 'Java Multithreading': 0.48, 'Java Exceptions': 0.79, 'Java Collections': 0.67}",Java Basics,medium,hard
463,Student_463,29,8,0.28,"{'Java Basics': 0.33, 'Java OOP': 0.29, 'Java Multithreading': 0.65, 'Java Exceptions': 0.75, 'Java Collections': 0.31}",Java Basics,easy,easy
464,Student_464,71,37,0.52,"{'Java Basics': 0.85, 'Java OOP': 0.29, 'Java Multithreading': 0.6, 'Java Exceptions': 0.23, 'Java Collections': 0.9}",Java Exceptions,easy,medium
465,Student_465,74,9,0.12,"{'Java Basics': 0.68, 'Java OOP': 0.78, 'Java Multithreading': 0.55, 'Java Exceptions': 0.24, 'Java Collections': 0.6}",Java OOP,easy,easy
466,Student_466,80,25,0.31,"{'Java Basics': 0.2, 'Java OOP': 0.6, 'Java Multithreading': 0.27, 'Java Exceptions': 0.5, 'Java Collections': 0.67}",Java OOP,easy,easy
467,Student_467,89,19,0.21,"{'Java Basics': 0.88, 'Java OOP': 0.64, 'Java Multithreading': 0.58, 'Java Exceptions': 0.77, 'Java Collections': 0.4}",Java OOP,easy,easy
468,Student_468,32,14,0.44,"{'Java Basics': 0.86, 'Java OOP': 0.85, 'Java Multithreading': 0.31, 'Java Exceptions': 0.79, 'Java Collections': 0.47}",Java OOP,easy,medium
469,Student_469,55,32,0.58,"{'Java Basics': 0.48, 'Java OOP': 0.26, 'Java Multithreading': 0.36, 'Java Exceptions': 0.62, 'Java Collections': 0.24}",Java Multithreading,easy,medium
470,Student_470,62,49,0.79,"{'Java Basics': 0.77, 'Java OOP': 0.7, 'Java Multithreading': 0.37, 'Java Exceptions': 0.32, 'Java Collections': 0.66}",Java Exceptions,medium,hard
471,Student_471,40,23,0.57,"{'Java Basics': 0.32, 'Java OOP': 0.69, 'Java Multithreading': 0.59, 'Java Exceptions': 0.62, 'Java Collections': 0.83}",Java Basics,easy,medium
472,Student_472,48,10,0.21,"{'Java Basics': 0.45, 'Java OOP': 0.24, 'Java Multithreading': 0.61, 'Java Exceptions': 0.49, 'Java Collections': 0.75}",Java Multithreading,easy,easy
473,Student_473,77,19,0.25,"{'Java Basics': 0.3, 'Java OOP': 0.89, 'Java Multithreading': 0.73, 'Java Exceptions': 0.34, 'Java Collections': 0.71}",Java Collections,easy,easy
474,Student_474,45,17,0.38,"{'Java Basics': 0.6, 'Java OOP': 0.25, 'Java Multithreading': 0.45, 'Java Exceptions': 0.24, 'Java Collections': 0.51}",Java Basics,easy,easy
475,Student_475,40,25,0.62,"{'Java Basics': 0.32, 'Java OOP': 0.27, 'Java Multithreading': 0.89, 'Java Exceptions': 0.82, 'Java Collections': 0.7}",Java Basics,easy,medium
476,Student_476,97,49,0.51,"{'Java Basics': 0.33, 'Java OOP': 0.73, 'Java Multithreading': 0.56, 'Java Exceptions': 0.85, 'Java Collections': 0.23}",Java Exceptions,easy,medium
477,Student_477,91,73,0.8,"{'Java Basics': 0.75, 'Java OOP': 0.36, 'Java Multithreading': 0.8, 'Java Exceptions': 0.39, 'Java Collections': 0.26}",Java Collections,medium,hard
478,Student_478,24,6,0.25,"{'Java Basics': 0.23, 'Java OOP': 0.29, 'Java Multithreading': 0.82, 'Java Exceptions': 0.67, 'Java Collections': 0.28}",Java Collections,easy,easy
479,Student_479,87,49,0.56,"{'Java Basics': 0.74, 'Java OOP': 0.75, 'Java Multithreading': 0.25, 'Java Exceptions': 0.34, 'Java Collections': 0.85}",Java Basics,easy,medium
480,Student_480,93,14,0.15,"{'Java Basics': 0.89, 'Java OOP': 0.31, 'Java Multithreading': 0.34, 'Java Exceptions': 0.25, 'Java Collections': 0.28}",Java Multithreading,easy,easy
481,Student_481,40,21,0.53,"{'Java Basics': 0.29, 'Java OOP': 0.62, 'Java Multithreading': 0.39, 'Java Exceptions': 0.8, 'Java Collections': 0.36}",Java OOP,easy,medium
482,Student_482,81,65,0.8,"{'Java Basics': 0.51, 'Java OOP': 0.56, 'Java Multithreading': 0.29, 'Java Exceptions': 0.53, 'Java Collections': 0.39}",Java Exceptions,medium,hard
483,Student_483,88,29,0.33,"{'Java Basics': 0.69, 'Java OOP': 0.79, 'Java Multithreading': 0.86, 'Java Exceptions': 0.65, 'Java Collections': 0.32}",Java Collections,easy,easy
484,Student_484,25,19,0.76,"{'Java Basics': 0.39, 'Java OOP': 0.65, 'Java Multithreading': 0.26, 'Java Exceptions': 0.83, 'Java Collections': 0.84}",Java Basics,medium,hard
485,Student_485,79,8,0.1,"{'Java Basics': 0.49, 'Java OOP': 0.62, 'Java Multithreading': 0.23, 'Java Exceptions': 0.36, 'Java Collections': 0.68}",Java Multithreading,easy,easy
486,Student_486,71,27,0.38,"{'Java Basics': 0.55, 'Java OOP': 0.89, 'Java Multithreading': 0.66, 'Java Exceptions': 0.83, 'Java Collections': 0.44}",Java Exceptions,easy,easy
487,Student_487,50,6,0.12,"{'Java Basics': 0.62, 'Java OOP': 0.3, 'Java Multithreading': 0.87, 'Java Exceptions': 0.32, 'Java Collections': 0.87}",Java OOP,easy,easy
488,Student_488,60,33,0.55,"{'Java Basics': 0.35, 'Java OOP': 0.45, 'Java Multithreading': 0.31, 'Java Exceptions': 0.74, 'Java Collections': 0.86}",Java Collections,easy,medium
489,Student_489,92,10,0.11,"{'Java Basics': 0.36, 'Java OOP': 0.84, 'Java Multithreading': 0.55, 'Java Exceptions': 0.89, 'Java Collections': 0.76}",Java OOP,easy,easy
490,Student_490,90,29,0.32,"{'Java Basics': 0.78, 'Java OOP': 0.28, 'Java Multithreading': 0.25, 'Java Exceptions': 0.59, 'Java Collections': 0.38}",Java Collections,easy,easy
491,Student_491,21,10,0.48,"{'Java Basics': 0.81, 'Java OOP': 0.49, 'Java Multithreading': 0.89, 'Java Exceptions': 0.31, 'Java Collections': 0.32}",Java Collections,easy,medium
492,Student_492,38,17,0.45,"{'Java Basics': 0.65, 'Java OOP': 0.69, 'Java Multithreading': 0.78, 'Java Exceptions': 0.33, 'Java Collections': 0.78}",Java Collections,easy,medium
493,Student_493,61,33,0.54,"{'Java Basics': 0.71, 'Java OOP': 0.66, 'Java Multithreading': 0.6, 'Java Exceptions': 0.24, 'Java Collections': 0.84}",Java Exceptions,easy,medium
494,Student_494,42,24,0.57,"{'Java Basics': 0.55, 'Java OOP': 0.42, 'Java Multithreading': 0.83, 'Java Exceptions': 0.23, 'Java Collections': 0.41}",Java Exceptions,easy,medium
495,Student_495,86,28,0.33,"{'Java Basics': 0.72, 'Java OOP': 0.88, 'Java Multithreading': 0.2, 'Java Exceptions': 0.34, 'Java Collections': 0.48}",Java Multithreading,easy,easy
496,Student_496,62,13,0.21,"{'Java Basics': 0.7, 'Java OOP': 0.3, 'Java Multithreading': 0.63, 'Java Exceptions': 0.31, 'Java Collections': 0.35}",Java OOP,easy,easy
497,Student_497,88,85,0.97,"{'Java Basics': 0.51, 'Java OOP': 0.21, 'Java Multithreading': 0.66, 'Java Exceptions': 0.83, 'Java Collections': 0.89}",Java OOP,medium,hard
498,Student_498,70,41,0.59,"{'Java Basics': 0.7, 'Java OOP': 0.66, 'Java Multithreading': 0.23, 'Java Exceptions': 0.33, 'Java Collections': 0.82}",Java Basics,easy,medium
499,Student_499,31,13,0.42,"{'Java Basics': 0.31, 'Java OOP': 0.35, 'Java Multithreading': 0.62, 'Java Exceptions': 0.8, 'Java Collections': 0.85}",Java OOP,easy,medium
500,Student_500,54,5,0.09,"{'Java Basics': 0.45, 'Java OOP': 0.28, 'Java Multithreading': 0.68, 'Java Exceptions': 0.31, 'Java Collections': 0.72}",Java Collections,easy,easy
501,Student_501,35,9,0.26,"{'Java Basics': 0.41, 'Java OOP': 0.88, 'Java Multithreading': 0.42, 'Java Exceptions': 0.43, 'Java Collections': 0.25}",Java OOP,easy,easy
502,Student_502,61,41,0.67,"{'Java Basics': 0.54, 'Java OOP': 0.47, 'Java Multithreading': 0.38, 'Java Exceptions': 0.4, 'Java Collections': 0.6}",Java Multithreading,easy,medium
503,Student_503,82,32,0.39,"{'Java Basics': 0.83, 'Java OOP': 0.45, 'Java Multithreading': 0.75, 'Java Exceptions': 0.66, 'Java Collections': 0.48}",Java Basics,easy,easy
504,Student_504,92,61,0.66,"{'Java Basics': 0.28, 'Java OOP': 0.67, 'Java Multithreading': 0.38, 'Java Exceptions': 0.35, 'Java Collections': 0.53}",Java Basics,easy,medium
505,Student_505,39,36,0.92,"{'Java Basics': 0.43, 'Java OOP': 0.63, 'Java Multithreading': 0.61, 'Java Exceptions': 0.68, 'Java Collections': 0.86}",Java Basics,medium,hard
506,Student_506,81,68,0.84,"{'Java Basics': 0.75, 'Java OOP': 0.58, 'Java Multithreading': 0.72, 'Java Exceptions': 0.24, 'Java Collections': 0.65}",Java Multithreading,medium,hard
507,Student_507,44,17,0.39,"{'Java Basics': 0.39, 'Java OOP': 0.72, 'Java Multithreading': 0.39, 'Java Exceptions': 0.85, 'Java Collections': 0.81}",Java Multithreading,easy,easy
508,Student_508,46,15,0.33,"{'Java Basics': 0.63, 'Java OOP': 0.86, 'Java Multithreading': 0.88, 'Java Exceptions': 0.41, 'Java Collections': 0.29}",Java OOP,easy,easy
509,Student_509,27,26,0.96,"{'Java Basics': 0.31, 'Java OOP': 0.21, 'Java Multithreading': 0.4, 'Java Exceptions': 0.26, 'Java Collections': 0.87}",Java OOP,medium,hard
510,Student_510,60,21,0.35,"{'Java Basics': 0.63, 'Java OOP': 0.75, 'Java Multithreading': 0.38, 'Java Exceptions': 0.56, 'Java Collections': 0.79}",Java Collections,easy,easy
511,Student_511,71,24,0.34,"{'Java Basics': 0.63, 'Java OOP': 0.55, 'Java Multithreading': 0.42, 'Java Exceptions': 0.44, 'Java Collections': 0.23}",Java Exceptions,easy,easy
512,Student_512,73,56,0.77,"{'Java Basics': 0.47, 'Java OOP': 0.4, 'Java Multithreading': 0.46, 'Java Exceptions': 0.21, 'Java Collections': 0.56}",Java Basics,medium,hard
513,Student_513,70,52,0.74,"{'Java Basics': 0.8, 'Java OOP': 0.65, 'Java Multithreading': 0.72, 'Java Exceptions': 0.73, 'Java Collections': 0.45}",Java OOP,medium,hard
514,Student_514,21,16,0.76,"{'Java Basics': 0.28, 'Java OOP': 0.57, 'Java Multithreading': 0.69, 'Java Exceptions': 0.58, 'Java Collections': 0.67}",Java OOP,medium,hard
515,Student_515,80,43,0.54,"{'Java Basics': 0.84, 'Java OOP': 0.32, 'Java Multithreading': 0.89, 'Java Exceptions': 0.86, 'Java Collections': 0.22}",Java Basics,easy,medium
516,Student_516,59,51,0.86,"{'Java Basics': 0.49, 'Java OOP': 0.56, 'Java Multithreading': 0.75, 'Java Exceptions': 0.65, 'Java Collections': 0.88}",Java Collections,medium,hard
517,Student_517,62,28,0.45,"{'Java Basics': 0.31, 'Java OOP': 0.82, 'Java Multithreading': 0.44, 'Java Exceptions': 0.79, 'Java Collections': 0.65}",Java Collections,easy,medium
518,Student_518,30,27,0.9,"{'Java Basics': 0.48, 'Java OOP': 0.7, 'Java Multithreading': 0.75, 'Java Exceptions': 0.35, 'Java Collections': 0.52}",Java Basics,medium,hard
519,Student_519,39,19,0.49,"{'Java Basics': 0.59, 'Java OOP': 0.47, 'Java Multithreading': 0.89, 'Java Exceptions': 0.55, 'Java Collections': 0.69}",Java Multithreading,easy,medium
520,Student_520,97,84,0.87,"{'Java Basics': 0.8, 'Java OOP': 0.55, 'Java Multithreading': 0.71, 'Java Exceptions': 0.49, 'Java Collections': 0.47}",Java Multithreading,medium,hard
521,Student_521,58,27,0.47,"{'Java Basics': 0.67, 'Java OOP': 0.86, 'Java Multithreading': 0.57, 'Java Exceptions': 0.78, 'Java Collections': 0.66}",Java Exceptions,easy,medium
522,Student_522,40,31,0.78,"{'Java Basics': 0.84, 'Java OOP': 0.61, 'Java Multithreading': 0.27, 'Java Exceptions': 0.71, 'Java Collections': 0.55}",Java Multithreading,medium,hard
523,Student_523,38,10,0.26,"{'Java Basics': 0.46, 'Java OOP': 0.84, 'Java Multithreading': 0.31, 'Java Exceptions': 0.27, 'Java Collections': 0.75}",Java Collections,easy,easy
524,Student_524,100,64,0.64,"{'Java Basics': 0.48, 'Java OOP': 0.82, 'Java Multithreading': 0.51, 'Java Exceptions': 0.35, 'Java Collections': 0.65}",Java Multithreading,easy,medium
525,Student_525,66,49,0.74,"{'Java Basics': 0.79, 'Java OOP': 0.45, 'Java Multithreading': 0.44, 'Java Exceptions': 0.59, 'Java Collections': 0.79}",Java Collections,medium,hard
526,Student_526,80,55,0.69,"{'Java Basics': 0.63, 'Java OOP': 0.43, 'Java Multithreading': 0.75, 'Java Exceptions': 0.22, 'Java Collections': 0.24}",Java Multithreading,easy,medium
527,Student_527,58,14,0.24,"{'Java Basics': 0.41, 'Java OOP': 0.42, 'Java Multithreading': 0.73, 'Java Exceptions': 0.55, 'Java Collections': 0.89}",Java Collections,easy,easy
528,Student_528,36,22,0.61,"{'Java Basics': 0.8, 'Java OOP': 0.66, 'Java Multithreading': 0.4, 'Java Exceptions': 0.41, 'Java Collections': 0.68}",Java Exceptions,easy,medium
529,Student_529,26,22,0.85,"{'Java Basics': 0.58, 'Java OOP': 0.53, 'Java Multithreading': 0.61, 'Java Exceptions': 0.25, 'Java Collections': 0.48}",Java Collections,medium,hard
530,Student_530,45,33,0.73,"{'Java Basics': 0.5, 'Java OOP': 0.49, 'Java Multithreading': 0.35, 'Java Exceptions': 0.74, 'Java Collections': 0.86}",Java Basics,medium,hard
531,Student_531,23,18,0.78,"{'Java Basics': 0.67, 'Java OOP': 0.77, 'Java Multithreading': 0.55, 'Java Exceptions': 0.83, 'Java Collections': 0.47}",Java Multithreading,medium,hard
532,Student_532,20,6,0.3,"{'Java Basics': 0.37, 'Java OOP': 0.88, 'Java Multithreading': 0.5, 'Java Exceptions': 0.53, 'Java Collections': 0.21}",Java Multithreading,easy,easy
533,Student_533,21,5,0.24,"{'Java Basics': 0.67, 'Java OOP': 0.6, 'Java Multithreading': 0.61, 'Java Exceptions': 0.28, 'Java Collections': 0.31}",Java Basics,easy,easy
534,Student_534,26,14,0.54,"{'Java Basics': 0.67, 'Java OOP': 0.38, 'Java Multithreading': 0.2, 'Java Exceptions': 0.37, 'Java Collections': 0.59}",Java Multithreading,easy,medium
535,Student_535,83,28,0.34,"{'Java Basics': 0.73, 'Java OOP': 0.28, 'Java Multithreading': 0.69, 'Java Exceptions': 0.87, 'Java Collections': 0.34}",Java Basics,easy,easy
536,Student_536,89,8,0.09,"{'Java Basics': 0.31, 'Java OOP': 0.71, 'Java Multithreading': 0.24, 'Java Exceptions': 0.65, 'Java Collections': 0.75}",Java OOP,easy,easy
537,Student_537,30,24,0.8,"{'Java Basics': 0.81, 'Java OOP': 0.85, 'Java Multithreading': 0.54, 'Java Exceptions': 0.25, 'Java Collections': 0.29}",Java OOP,medium,hard
538,Student_538,38,35,0.92,"{'Java Basics': 0.84, 'Java OOP': 0.56, 'Java Multithreading': 0.69, 'Java Exceptions': 0.32, 'Java Collections': 0.66}",Java Collections,medium,hard
539,Student_539,86,20,0.23,"{'Java Basics': 0.29, 'Java OOP': 0.5, 'Java Multithreading': 0.73, 'Java Exceptions': 0.44, 'Java Collections': 0.55}",Java Basics,easy,easy
540,Student_540,96,56,0.58,"{'Java Basics': 0.6, 'Java OOP': 0.44, 'Java Multithreading': 0.43, 'Java Exceptions': 0.45, 'Java Collections': 0.45}",Java Basics,easy,medium
541,Student_541,32,29,0.91,"{'Java Basics': 0.45, 'Java OOP': 0.6, 'Java Multithreading': 0.46, 'Java Exceptions': 0.69, 'Java Collections': 0.5}",Java Collections,medium,hard
542,Student_542,50,20,0.4,"{'Java Basics': 0.35, 'Java OOP': 0.82, 'Java Multithreading': 0.32, 'Java Exceptions': 0.46, 'Java Collections': 0.39}",Java Exceptions,easy,easy
543,Student_543,86,80,0.93,"{'Java Basics': 0.49, 'Java OOP': 0.28, 'Java Multithreading': 0.7, 'Java Exceptions': 0.86, 'Java Collections': 0.32}",Java Basics,medium,hard
544,Student_544,96,86,0.9,"{'Java Basics': 0.37, 'Java OOP': 0.8, 'Java Multithreading': 0.25, 'Java Exceptions': 0.34, 'Java Collections': 0.68}",Java Basics,medium,hard
545,Student_545,87,75,0.86,"{'Java Basics': 0.38, 'Java OOP': 0.65, 'Java Multithreading': 0.25, 'Java Exceptions': 0.7, 'Java Collections': 0.27}",Java Exceptions,medium,hard
546,Student_546,98,27,0.28,"{'Java Basics': 0.71, 'Java OOP': 0.67, 'Java Multithreading': 0.24, 'Java Exceptions': 0.32, 'Java Collections': 0.47}",Java OOP,easy,easy
547,Student_547,97,11,0.11,"{'Java Basics': 0.8, 'Java OOP': 0.52, 'Java Multithreading': 0.86, 'Java Exceptions': 0.52, 'Java Collections': 0.33}",Java Collections,easy,easy
548,Student_548,90,9,0.1,"{'Java Basics': 0.76, 'Java OOP': 0.68, 'Java Multithreading': 0.2, 'Java Exceptions': 0.29, 'Java Collections': 0.29}",Java OOP,easy,easy
549,Student_549,96,93,0.97,"{'Java Basics': 0.6, 'Java OOP': 0.69, 'Java Multithreading': 0.64, 'Java Exceptions': 0.51, 'Java Collections': 0.28}",Java Exceptions,medium,hard
550,Student_550,63,31,0.49,"{'Java Basics': 0.44, 'Java OOP': 0.55, 'Java Multithreading': 0.44, 'Java Exceptions': 0.6, 'Java Collections': 0.89}",Java Collections,easy,medium
551,Student_551,81,30,0.37,"{'Java Basics': 0.37, 'Java OOP': 0.24, 'Java Multithreading': 0.76, 'Java Exceptions': 0.36, 'Java Collections': 0.53}",Java Exceptions,easy,easy
552,Student_552,20,17,0.85,"{'Java Basics': 0.49, 'Java OOP': 0.49, 'Java Multithreading': 0.86, 'Java Exceptions': 0.22, 'Java Collections': 0.69}",Java Basics,medium,hard
553,Student_553,72,32,0.44,"{'Java Basics': 0.58, 'Java OOP': 0.66, 'Java Multithreading': 0.62, 'Java Exceptions': 0.48, 'Java Collections': 0.31}",Java Multithreading,easy,medium
554,Student_554,35,9,0.26,"{'Java Basics': 0.3, 'Java OOP': 0.72, 'Java Multithreading': 0.56, 'Java Exceptions': 0.61, 'Java Collections': 0.69}",Java Multithreading,easy,easy
555,Student_555,67,65,0.97,"{'Java Basics': 0.45, 'Java OOP': 0.82, 'Java Multithreading': 0.8, 'Java Exceptions': 0.46, 'Java Collections': 0.21}",Java OOP,medium,hard
556,Student_556,58,7,0.12,"{'Java Basics': 0.66, 'Java OOP': 0.66, 'Java Multithreading': 0.5, 'Java Exceptions': 0.24, 'Java Collections': 0.33}",Java Exceptions,easy,easy
557,Student_557,31,12,0.39,"{'Java Basics': 0.63, 'Java OOP': 0.88, 'Java Multithreading': 0.87, 'Java Exceptions': 0.4, 'Java Collections': 0.22}",Java Basics,easy,easy
558,Student_558,47,19,0.4,"{'Java Basics': 0.65, 'Java OOP': 0.39, 'Java Multithreading': 0.55, 'Java Exceptions': 0.31, 'Java Collections': 0.83}",Java Collections,easy,easy
559,Student_559,31,11,0.35,"{'Java Basics': 0.45, 'Java OOP': 0.65, 'Java Multithreading': 0.52, 'Java Exceptions': 0.84, 'Java Collections': 0.77}",Java Multithreading,easy,easy
560,Student_560,59,7,0.12,"{'Java Basics': 0.52, 'Java OOP': 0.81, 'Java Multithreading': 0.37, 'Java Exceptions': 0.8, 'Java Collections': 0.49}",Java OOP,easy,easy
561,Student_561,98,34,0.35,"{'Java Basics': 0.6, 'Java OOP': 0.43, 'Java Multithreading': 0.75, 'Java Exceptions': 0.57, 'Java Collections': 0.81}",Java Collections,easy,easy
562,Student_562,25,22,0.88,"{'Java Basics': 0.83, 'Java OOP': 0.5, 'Java Multithreading': 0.64, 'Java Exceptions': 0.62, 'Java Collections': 0.46}",Java Multithreading,medium,hard
563,Student_563,56,26,0.46,"{'Java Basics': 0.56, 'Java OOP': 0.33, 'Java Multithreading': 0.35, 'Java Exceptions': 0.85, 'Java Collections': 0.79}",Java Collections,easy,medium
